Stats,,,,,,,,,
Total Exited,2037,,,,,,,,
Total Records,10000,,,,,,,,
exit ratio,20.40%,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,RowNumber,Exited,Probability,Total Select,Total Select Percent,Random Select,Random Select,Model Select,Model Select Percent
,5221,1,0.233141666,3426,0.3426,697.8762,0.3426,1277,62.70%
,6679,0,0.233098501,3427,0.3427,698.0799,0.3427,1277,62.70%
,7567,1,0.232958048,3428,0.3428,698.2836,0.3428,1278,62.70%
,537,0,0.232957114,3429,0.3429,698.4873,0.3429,1278,62.70%
,6167,0,0.232832954,3430,0.343,698.691,0.343,1278,62.70%
,5542,0,0.232775788,3431,0.3431,698.8947,0.3431,1278,62.70%
,5884,0,0.232633394,3432,0.3432,699.0984,0.3432,1278,62.70%
,4655,1,0.23263259,3433,0.3433,699.3021,0.3433,1279,62.80%
,4600,0,0.232601088,3434,0.3434,699.5058,0.3434,1279,62.80%
,6278,0,0.232585357,3435,0.3435,699.7095,0.3435,1279,62.80%
,7916,1,0.232461368,3436,0.3436,699.9132,0.3436,1280,62.80%
,341,1,0.232438757,3437,0.3437,700.1169,0.3437,1281,62.90%
,4503,1,0.232341535,3438,0.3438,700.3206,0.3438,1282,62.90%
,8338,0,0.232330888,3439,0.3439,700.5243,0.3439,1282,62.90%
,1118,1,0.232176517,3440,0.344,700.728,0.344,1283,63.00%
,7885,1,0.232156927,3441,0.3441,700.9317,0.3441,1284,63.00%
,7128,0,0.232133306,3442,0.3442,701.1354,0.3442,1284,63.00%
,4376,0,0.232121325,3443,0.3443,701.3391,0.3443,1284,63.00%
,2832,0,0.232120435,3444,0.3444,701.5428,0.3444,1284,63.00%
,4074,0,0.232095028,3445,0.3445,701.7465,0.3445,1284,63.00%
,5313,0,0.231878959,3446,0.3446,701.9502,0.3446,1284,63.00%
,8003,0,0.231856448,3447,0.3447,702.1539,0.3447,1284,63.00%
,3641,0,0.231847356,3448,0.3448,702.3576,0.3448,1284,63.00%
,6843,0,0.231777227,3449,0.3449,702.5613,0.3449,1284,63.00%
,7078,0,0.231686819,3450,0.345,702.765,0.345,1284,63.00%
,4140,0,0.231678223,3451,0.3451,702.9687,0.3451,1284,63.00%
,5436,0,0.231618455,3452,0.3452,703.1724,0.3452,1284,63.00%
,2015,0,0.231540326,3453,0.3453,703.3761,0.3453,1284,63.00%
,3429,0,0.23147343,3454,0.3454,703.5798,0.3454,1284,63.00%
,5561,0,0.231444438,3455,0.3455,703.7835,0.3455,1284,63.00%
,3923,0,0.231409159,3456,0.3456,703.9872,0.3456,1284,63.00%
,3613,0,0.231356406,3457,0.3457,704.1909,0.3457,1284,63.00%
,378,0,0.231317257,3458,0.3458,704.3946,0.3458,1284,63.00%
,6586,0,0.231293968,3459,0.3459,704.5983,0.3459,1284,63.00%
,2831,0,0.231261435,3460,0.346,704.802,0.346,1284,63.00%
,8047,0,0.231255663,3461,0.3461,705.0057,0.3461,1284,63.00%
,1503,0,0.231240666,3462,0.3462,705.2094,0.3462,1284,63.00%
,5148,0,0.231206227,3463,0.3463,705.4131,0.3463,1284,63.00%
,4373,0,0.231192486,3464,0.3464,705.6168,0.3464,1284,63.00%
,2953,0,0.231017272,3465,0.3465,705.8205,0.3465,1284,63.00%
,4902,1,0.23086924,3466,0.3466,706.0242,0.3466,1285,63.10%
,4782,1,0.23086589,3467,0.3467,706.2279,0.3467,1286,63.10%
,5698,0,0.230782776,3468,0.3468,706.4316,0.3468,1286,63.10%
,4886,0,0.23075929,3469,0.3469,706.6353,0.3469,1286,63.10%
,4460,0,0.230691303,3470,0.347,706.839,0.347,1286,63.10%
,2000,0,0.230685716,3471,0.3471,707.0427,0.3471,1286,63.10%
,9374,0,0.230680675,3472,0.3472,707.2464,0.3472,1286,63.10%
,2871,0,0.230659284,3473,0.3473,707.4501,0.3473,1286,63.10%
,62,0,0.230627898,3474,0.3474,707.6538,0.3474,1286,63.10%
,9951,0,0.230617886,3475,0.3475,707.8575,0.3475,1286,63.10%
,217,0,0.230540499,3476,0.3476,708.0612,0.3476,1286,63.10%
,912,0,0.230526069,3477,0.3477,708.2649,0.3477,1286,63.10%
,2973,0,0.230524423,3478,0.3478,708.4686,0.3478,1286,63.10%
,7294,0,0.230485391,3479,0.3479,708.6723,0.3479,1286,63.10%
,2843,1,0.230400292,3480,0.348,708.876,0.348,1287,63.20%
,7402,0,0.230288678,3481,0.3481,709.0797,0.3481,1287,63.20%
,3204,0,0.230208726,3482,0.3482,709.2834,0.3482,1287,63.20%
,703,0,0.230200186,3483,0.3483,709.4871,0.3483,1287,63.20%
,9775,0,0.230192315,3484,0.3484,709.6908,0.3484,1287,63.20%
,6964,0,0.230154993,3485,0.3485,709.8945,0.3485,1287,63.20%
,7777,0,0.230083054,3486,0.3486,710.0982,0.3486,1287,63.20%
,3809,0,0.229929411,3487,0.3487,710.3019,0.3487,1287,63.20%
,232,0,0.229927639,3488,0.3488,710.5056,0.3488,1287,63.20%
,8058,0,0.229919064,3489,0.3489,710.7093,0.3489,1287,63.20%
,2563,0,0.229918204,3490,0.349,710.913,0.349,1287,63.20%
,4556,1,0.229899934,3491,0.3491,711.1167,0.3491,1288,63.20%
,3686,0,0.229830082,3492,0.3492,711.3204,0.3492,1288,63.20%
,4429,0,0.22982254,3493,0.3493,711.5241,0.3493,1288,63.20%
,425,0,0.229790543,3494,0.3494,711.7278,0.3494,1288,63.20%
,3633,0,0.229711722,3495,0.3495,711.9315,0.3495,1288,63.20%
,788,0,0.229647705,3496,0.3496,712.1352,0.3496,1288,63.20%
,5173,0,0.22963898,3497,0.3497,712.3389,0.3497,1288,63.20%
,2878,0,0.229574989,3498,0.3498,712.5426,0.3498,1288,63.20%
,478,0,0.229429651,3499,0.3499,712.7463,0.3499,1288,63.20%
,1344,0,0.229293803,3500,0.35,712.95,0.35,1288,63.20%
,5895,0,0.229248656,3501,0.3501,713.1537,0.3501,1288,63.20%
,5699,0,0.229158872,3502,0.3502,713.3574,0.3502,1288,63.20%
,1655,0,0.229049326,3503,0.3503,713.5611,0.3503,1288,63.20%
,7005,0,0.229020675,3504,0.3504,713.7648,0.3504,1288,63.20%
,3150,0,0.228960417,3505,0.3505,713.9685,0.3505,1288,63.20%
,6581,0,0.228896768,3506,0.3506,714.1722,0.3506,1288,63.20%
,5942,0,0.228790065,3507,0.3507,714.3759,0.3507,1288,63.20%
,547,0,0.228779319,3508,0.3508,714.5796,0.3508,1288,63.20%
,1782,0,0.228721427,3509,0.3509,714.7833,0.3509,1288,63.20%
,109,0,0.228710435,3510,0.351,714.987,0.351,1288,63.20%
,9785,1,0.228616887,3511,0.3511,715.1907,0.3511,1289,63.30%
,5248,0,0.228580435,3512,0.3512,715.3944,0.3512,1289,63.30%
,1007,0,0.228411148,3513,0.3513,715.5981,0.3513,1289,63.30%
,8711,0,0.228404127,3514,0.3514,715.8018,0.3514,1289,63.30%
,3906,0,0.228333614,3515,0.3515,716.0055,0.3515,1289,63.30%
,8406,0,0.22828116,3516,0.3516,716.2092,0.3516,1289,63.30%
,5127,0,0.228278773,3517,0.3517,716.4129,0.3517,1289,63.30%
,8781,1,0.228186887,3518,0.3518,716.6166,0.3518,1290,63.30%
,4501,0,0.228110852,3519,0.3519,716.8203,0.3519,1290,63.30%
,2069,1,0.228080013,3520,0.352,717.024,0.352,1291,63.40%
,3806,0,0.228078965,3521,0.3521,717.2277,0.3521,1291,63.40%
,3954,0,0.228064506,3522,0.3522,717.4314,0.3522,1291,63.40%
,9870,0,0.228026745,3523,0.3523,717.6351,0.3523,1291,63.40%
,2715,0,0.228013007,3524,0.3524,717.8388,0.3524,1291,63.40%
,3174,0,0.228012855,3525,0.3525,718.0425,0.3525,1291,63.40%
,9200,1,0.22798093,3526,0.3526,718.2462,0.3526,1292,63.40%
,381,0,0.227959731,3527,0.3527,718.4499,0.3527,1292,63.40%
,8077,1,0.227873109,3528,0.3528,718.6536,0.3528,1293,63.50%
,892,0,0.22780394,3529,0.3529,718.8573,0.3529,1293,63.50%
,7709,0,0.227651925,3530,0.353,719.061,0.353,1293,63.50%
,1337,0,0.227628526,3531,0.3531,719.2647,0.3531,1293,63.50%
,5099,0,0.227593272,3532,0.3532,719.4684,0.3532,1293,63.50%
,3786,0,0.227558916,3533,0.3533,719.6721,0.3533,1293,63.50%
,9977,0,0.227542973,3534,0.3534,719.8758,0.3534,1293,63.50%
,1088,0,0.227385898,3535,0.3535,720.0795,0.3535,1293,63.50%
,7702,1,0.227381796,3536,0.3536,720.2832,0.3536,1294,63.50%
,122,0,0.227308419,3537,0.3537,720.4869,0.3537,1294,63.50%
,1973,0,0.227300544,3538,0.3538,720.6906,0.3538,1294,63.50%
,1129,0,0.227181742,3539,0.3539,720.8943,0.3539,1294,63.50%
,4062,0,0.227111098,3540,0.354,721.098,0.354,1294,63.50%
,9699,0,0.227091332,3541,0.3541,721.3017,0.3541,1294,63.50%
,1943,0,0.227014438,3542,0.3542,721.5054,0.3542,1294,63.50%
,8422,0,0.226995369,3543,0.3543,721.7091,0.3543,1294,63.50%
,883,0,0.2269153,3544,0.3544,721.9128,0.3544,1294,63.50%
,4603,0,0.226901108,3545,0.3545,722.1165,0.3545,1294,63.50%
,167,1,0.226815917,3546,0.3546,722.3202,0.3546,1295,63.60%
,8952,0,0.226787803,3547,0.3547,722.5239,0.3547,1295,63.60%
,4364,0,0.226720593,3548,0.3548,722.7276,0.3548,1295,63.60%
,1197,0,0.226671471,3549,0.3549,722.9313,0.3549,1295,63.60%
,263,0,0.22665875,3550,0.355,723.135,0.355,1295,63.60%
,8387,0,0.226500664,3551,0.3551,723.3387,0.3551,1295,63.60%
,9362,0,0.226469192,3552,0.3552,723.5424,0.3552,1295,63.60%
,6193,0,0.226461285,3553,0.3553,723.7461,0.3553,1295,63.60%
,8491,1,0.226427238,3554,0.3554,723.9498,0.3554,1296,63.60%
,7532,0,0.226373436,3555,0.3555,724.1535,0.3555,1296,63.60%
,3969,0,0.226351111,3556,0.3556,724.3572,0.3556,1296,63.60%
,4453,1,0.226179482,3557,0.3557,724.5609,0.3557,1297,63.70%
,48,1,0.226153392,3558,0.3558,724.7646,0.3558,1298,63.70%
,9412,1,0.226138192,3559,0.3559,724.9683,0.3559,1299,63.80%
,9457,0,0.22610124,3560,0.356,725.172,0.356,1299,63.80%
,4595,0,0.226095565,3561,0.3561,725.3757,0.3561,1299,63.80%
,4286,0,0.226084242,3562,0.3562,725.5794,0.3562,1299,63.80%
,4922,1,0.225983304,3563,0.3563,725.7831,0.3563,1300,63.80%
,8081,0,0.225971859,3564,0.3564,725.9868,0.3564,1300,63.80%
,3446,0,0.225968061,3565,0.3565,726.1905,0.3565,1300,63.80%
,4161,0,0.225952723,3566,0.3566,726.3942,0.3566,1300,63.80%
,3540,0,0.225926944,3567,0.3567,726.5979,0.3567,1300,63.80%
,8777,0,0.22590678,3568,0.3568,726.8016,0.3568,1300,63.80%
,3604,1,0.225902287,3569,0.3569,727.0053,0.3569,1301,63.90%
,2858,0,0.225581032,3570,0.357,727.209,0.357,1301,63.90%
,5911,0,0.225503363,3571,0.3571,727.4127,0.3571,1301,63.90%
,1566,0,0.225500578,3572,0.3572,727.6164,0.3572,1301,63.90%
,6711,0,0.225500163,3573,0.3573,727.8201,0.3573,1301,63.90%
,1279,0,0.225483638,3574,0.3574,728.0238,0.3574,1301,63.90%
,3605,0,0.225447794,3575,0.3575,728.2275,0.3575,1301,63.90%
,3169,1,0.225398413,3576,0.3576,728.4312,0.3576,1302,63.90%
,2427,0,0.225389331,3577,0.3577,728.6349,0.3577,1302,63.90%
,3565,1,0.225349589,3578,0.3578,728.8386,0.3578,1303,64.00%
,5464,0,0.225339295,3579,0.3579,729.0423,0.3579,1303,64.00%
,4990,0,0.225311656,3580,0.358,729.246,0.358,1303,64.00%
,8750,0,0.225276713,3581,0.3581,729.4497,0.3581,1303,64.00%
,1564,0,0.225231774,3582,0.3582,729.6534,0.3582,1303,64.00%
,9707,0,0.225168732,3583,0.3583,729.8571,0.3583,1303,64.00%
,3128,1,0.225142488,3584,0.3584,730.0608,0.3584,1304,64.00%
,1584,1,0.225073929,3585,0.3585,730.2645,0.3585,1305,64.10%
,5450,0,0.224777525,3586,0.3586,730.4682,0.3586,1305,64.10%
,9121,0,0.224719389,3587,0.3587,730.6719,0.3587,1305,64.10%
,6911,0,0.224651031,3588,0.3588,730.8756,0.3588,1305,64.10%
,8816,1,0.224576081,3589,0.3589,731.0793,0.3589,1306,64.10%
,8499,0,0.224548926,3590,0.359,731.283,0.359,1306,64.10%
,2011,0,0.224543386,3591,0.3591,731.4867,0.3591,1306,64.10%
,5360,1,0.224537319,3592,0.3592,731.6904,0.3592,1307,64.20%
,7079,0,0.224528595,3593,0.3593,731.8941,0.3593,1307,64.20%
,7365,0,0.2244322,3594,0.3594,732.0978,0.3594,1307,64.20%
,8800,0,0.224425248,3595,0.3595,732.3015,0.3595,1307,64.20%
,2762,0,0.224288148,3596,0.3596,732.5052,0.3596,1307,64.20%
,5959,0,0.224243983,3597,0.3597,732.7089,0.3597,1307,64.20%
,9170,0,0.224173812,3598,0.3598,732.9126,0.3598,1307,64.20%
,2163,0,0.224162999,3599,0.3599,733.1163,0.3599,1307,64.20%
,3037,0,0.224027701,3600,0.36,733.32,0.36,1307,64.20%
,7362,1,0.224023675,3601,0.3601,733.5237,0.3601,1308,64.20%
,5264,0,0.223981913,3602,0.3602,733.7274,0.3602,1308,64.20%
,2079,1,0.223976428,3603,0.3603,733.9311,0.3603,1309,64.30%
,5592,0,0.223878828,3604,0.3604,734.1348,0.3604,1309,64.30%
,3159,0,0.223878218,3605,0.3605,734.3385,0.3605,1309,64.30%
,7943,1,0.223876575,3606,0.3606,734.5422,0.3606,1310,64.30%
,5615,0,0.223868757,3607,0.3607,734.7459,0.3607,1310,64.30%
,8019,1,0.223864292,3608,0.3608,734.9496,0.3608,1311,64.40%
,5906,0,0.223788101,3609,0.3609,735.1533,0.3609,1311,64.40%
,5055,0,0.223783138,3610,0.361,735.357,0.361,1311,64.40%
,1829,0,0.223742094,3611,0.3611,735.5607,0.3611,1311,64.40%
,8501,0,0.223636264,3612,0.3612,735.7644,0.3612,1311,64.40%
,4968,1,0.223505917,3613,0.3613,735.9681,0.3613,1312,64.40%
,3074,0,0.223500883,3614,0.3614,736.1718,0.3614,1312,64.40%
,4941,0,0.22343463,3615,0.3615,736.3755,0.3615,1312,64.40%
,2479,0,0.223387721,3616,0.3616,736.5792,0.3616,1312,64.40%
,2793,0,0.22334988,3617,0.3617,736.7829,0.3617,1312,64.40%
,3548,1,0.223324753,3618,0.3618,736.9866,0.3618,1313,64.50%
,1501,1,0.223278801,3619,0.3619,737.1903,0.3619,1314,64.50%
,5827,0,0.22315421,3620,0.362,737.394,0.362,1314,64.50%
,9812,0,0.223116469,3621,0.3621,737.5977,0.3621,1314,64.50%
,4714,0,0.223082974,3622,0.3622,737.8014,0.3622,1314,64.50%
,6821,0,0.223031611,3623,0.3623,738.0051,0.3623,1314,64.50%
,7353,0,0.222978995,3624,0.3624,738.2088,0.3624,1314,64.50%
,8929,0,0.222965886,3625,0.3625,738.4125,0.3625,1314,64.50%
,6416,0,0.22294885,3626,0.3626,738.6162,0.3626,1314,64.50%
,762,1,0.222906067,3627,0.3627,738.8199,0.3627,1315,64.60%
,637,0,0.222880675,3628,0.3628,739.0236,0.3628,1315,64.60%
,1813,0,0.222855437,3629,0.3629,739.2273,0.3629,1315,64.60%
,3301,1,0.222791046,3630,0.363,739.431,0.363,1316,64.60%
,6700,0,0.222777007,3631,0.3631,739.6347,0.3631,1316,64.60%
,2014,0,0.22276153,3632,0.3632,739.8384,0.3632,1316,64.60%
,4278,0,0.222739373,3633,0.3633,740.0421,0.3633,1316,64.60%
,8125,1,0.222653887,3634,0.3634,740.2458,0.3634,1317,64.70%
,1551,0,0.222649306,3635,0.3635,740.4495,0.3635,1317,64.70%
,6392,0,0.222633443,3636,0.3636,740.6532,0.3636,1317,64.70%
,4925,0,0.222588057,3637,0.3637,740.8569,0.3637,1317,64.70%
,5379,0,0.222492752,3638,0.3638,741.0606,0.3638,1317,64.70%
,2650,0,0.222426863,3639,0.3639,741.2643,0.3639,1317,64.70%
,8038,0,0.222376408,3640,0.364,741.468,0.364,1317,64.70%
,4289,0,0.222314749,3641,0.3641,741.6717,0.3641,1317,64.70%
,9435,0,0.222228515,3642,0.3642,741.8754,0.3642,1317,64.70%
,5462,0,0.222215633,3643,0.3643,742.0791,0.3643,1317,64.70%
,5562,1,0.22221135,3644,0.3644,742.2828,0.3644,1318,64.70%
,9306,0,0.222183498,3645,0.3645,742.4865,0.3645,1318,64.70%
,2994,0,0.222056964,3646,0.3646,742.6902,0.3646,1318,64.70%
,708,0,0.221976332,3647,0.3647,742.8939,0.3647,1318,64.70%
,9032,0,0.221932781,3648,0.3648,743.0976,0.3648,1318,64.70%
,3807,0,0.221909727,3649,0.3649,743.3013,0.3649,1318,64.70%
,1326,0,0.221897915,3650,0.365,743.505,0.365,1318,64.70%
,2356,1,0.221819814,3651,0.3651,743.7087,0.3651,1319,64.80%
,6293,0,0.221797142,3652,0.3652,743.9124,0.3652,1319,64.80%
,641,1,0.221778667,3653,0.3653,744.1161,0.3653,1320,64.80%
,7558,0,0.221694463,3654,0.3654,744.3198,0.3654,1320,64.80%
,1271,0,0.221693533,3655,0.3655,744.5235,0.3655,1320,64.80%
,4876,0,0.221645282,3656,0.3656,744.7272,0.3656,1320,64.80%
,2022,0,0.221582845,3657,0.3657,744.9309,0.3657,1320,64.80%
,3848,0,0.221582744,3658,0.3658,745.1346,0.3658,1320,64.80%
,9204,1,0.221571804,3659,0.3659,745.3383,0.3659,1321,64.90%
,2751,1,0.22156296,3660,0.366,745.542,0.366,1322,64.90%
,7892,0,0.221544156,3661,0.3661,745.7457,0.3661,1322,64.90%
,6386,0,0.221498741,3662,0.3662,745.9494,0.3662,1322,64.90%
,2322,0,0.221448546,3663,0.3663,746.1531,0.3663,1322,64.90%
,2961,0,0.221441932,3664,0.3664,746.3568,0.3664,1322,64.90%
,2537,1,0.221372525,3665,0.3665,746.5605,0.3665,1323,64.90%
,3054,0,0.221359988,3666,0.3666,746.7642,0.3666,1323,64.90%
,4828,1,0.221320461,3667,0.3667,746.9679,0.3667,1324,65.00%
,6601,1,0.22131817,3668,0.3668,747.1716,0.3668,1325,65.00%
,7561,0,0.221209296,3669,0.3669,747.3753,0.3669,1325,65.00%
,8376,0,0.221100211,3670,0.367,747.579,0.367,1325,65.00%
,5922,0,0.221099067,3671,0.3671,747.7827,0.3671,1325,65.00%
,6106,0,0.220946095,3672,0.3672,747.9864,0.3672,1325,65.00%
,8327,0,0.220910623,3673,0.3673,748.1901,0.3673,1325,65.00%
,9535,0,0.22061407,3674,0.3674,748.3938,0.3674,1325,65.00%
,7129,0,0.220593251,3675,0.3675,748.5975,0.3675,1325,65.00%
,3937,0,0.220582335,3676,0.3676,748.8012,0.3676,1325,65.00%
,6567,0,0.220557459,3677,0.3677,749.0049,0.3677,1325,65.00%
,4431,0,0.220391284,3678,0.3678,749.2086,0.3678,1325,65.00%
,5667,1,0.220367352,3679,0.3679,749.4123,0.3679,1326,65.10%
,7753,0,0.220360497,3680,0.368,749.616,0.368,1326,65.10%
,211,0,0.220185356,3681,0.3681,749.8197,0.3681,1326,65.10%
,5918,0,0.220181722,3682,0.3682,750.0234,0.3682,1326,65.10%
,8467,0,0.220153578,3683,0.3683,750.2271,0.3683,1326,65.10%
,5643,0,0.220134567,3684,0.3684,750.4308,0.3684,1326,65.10%
,8412,0,0.220075453,3685,0.3685,750.6345,0.3685,1326,65.10%
,6056,0,0.219933644,3686,0.3686,750.8382,0.3686,1326,65.10%
,3714,0,0.219893951,3687,0.3687,751.0419,0.3687,1326,65.10%
,7711,0,0.219889836,3688,0.3688,751.2456,0.3688,1326,65.10%
,6148,0,0.219869378,3689,0.3689,751.4493,0.3689,1326,65.10%
,2794,0,0.219869097,3690,0.369,751.653,0.369,1326,65.10%
,81,0,0.219862139,3691,0.3691,751.8567,0.3691,1326,65.10%
,6675,0,0.219823501,3692,0.3692,752.0604,0.3692,1326,65.10%
,4271,0,0.219763367,3693,0.3693,752.2641,0.3693,1326,65.10%
,3908,0,0.219761401,3694,0.3694,752.4678,0.3694,1326,65.10%
,9056,1,0.219670875,3695,0.3695,752.6715,0.3695,1327,65.10%
,3780,0,0.219650459,3696,0.3696,752.8752,0.3696,1327,65.10%
,611,0,0.219553745,3697,0.3697,753.0789,0.3697,1327,65.10%
,278,0,0.21953961,3698,0.3698,753.2826,0.3698,1327,65.10%
,396,0,0.219469875,3699,0.3699,753.4863,0.3699,1327,65.10%
,8757,1,0.219461748,3700,0.37,753.69,0.37,1328,65.20%
,5635,0,0.219444517,3701,0.3701,753.8937,0.3701,1328,65.20%
,5859,1,0.219383108,3702,0.3702,754.0974,0.3702,1329,65.20%
,8612,0,0.219337108,3703,0.3703,754.3011,0.3703,1329,65.20%
,8500,0,0.219318418,3704,0.3704,754.5048,0.3704,1329,65.20%
,7200,0,0.219204719,3705,0.3705,754.7085,0.3705,1329,65.20%
,6213,0,0.219156201,3706,0.3706,754.9122,0.3706,1329,65.20%
,6676,0,0.219152615,3707,0.3707,755.1159,0.3707,1329,65.20%
,477,0,0.219092311,3708,0.3708,755.3196,0.3708,1329,65.20%
,8459,0,0.219073691,3709,0.3709,755.5233,0.3709,1329,65.20%
,861,1,0.219039627,3710,0.371,755.727,0.371,1330,65.30%
,6930,1,0.21901222,3711,0.3711,755.9307,0.3711,1331,65.30%
,2964,0,0.218871272,3712,0.3712,756.1344,0.3712,1331,65.30%
,7238,0,0.218861605,3713,0.3713,756.3381,0.3713,1331,65.30%
,2900,0,0.218683454,3714,0.3714,756.5418,0.3714,1331,65.30%
,1031,0,0.218677261,3715,0.3715,756.7455,0.3715,1331,65.30%
,7461,0,0.218560391,3716,0.3716,756.9492,0.3716,1331,65.30%
,8713,0,0.218468847,3717,0.3717,757.1529,0.3717,1331,65.30%
,3278,0,0.218396427,3718,0.3718,757.3566,0.3718,1331,65.30%
,9962,0,0.218388176,3719,0.3719,757.5603,0.3719,1331,65.30%
,2090,0,0.218255949,3720,0.372,757.764,0.372,1331,65.30%
,1015,0,0.218058365,3721,0.3721,757.9677,0.3721,1331,65.30%
,9646,0,0.218042299,3722,0.3722,758.1714,0.3722,1331,65.30%
,5420,1,0.217982638,3723,0.3723,758.3751,0.3723,1332,65.40%
,2363,1,0.217979685,3724,0.3724,758.5788,0.3724,1333,65.40%
,7029,0,0.217960782,3725,0.3725,758.7825,0.3725,1333,65.40%
,2997,0,0.217918168,3726,0.3726,758.9862,0.3726,1333,65.40%
,6938,0,0.217917595,3727,0.3727,759.1899,0.3727,1333,65.40%
,1696,0,0.217885909,3728,0.3728,759.3936,0.3728,1333,65.40%
,1255,1,0.217883063,3729,0.3729,759.5973,0.3729,1334,65.50%
,5662,0,0.217793933,3730,0.373,759.801,0.373,1334,65.50%
,2,0,0.21765102,3731,0.3731,760.0047,0.3731,1334,65.50%
,2336,1,0.217564888,3732,0.3732,760.2084,0.3732,1335,65.50%
,1488,1,0.217393437,3733,0.3733,760.4121,0.3733,1336,65.60%
,2624,0,0.217392308,3734,0.3734,760.6158,0.3734,1336,65.60%
,9525,0,0.21732233,3735,0.3735,760.8195,0.3735,1336,65.60%
,3127,0,0.217236823,3736,0.3736,761.0232,0.3736,1336,65.60%
,2052,0,0.217215026,3737,0.3737,761.2269,0.3737,1336,65.60%
,5149,0,0.217197898,3738,0.3738,761.4306,0.3738,1336,65.60%
,2581,1,0.217096037,3739,0.3739,761.6343,0.3739,1337,65.60%
,1400,0,0.217023092,3740,0.374,761.838,0.374,1337,65.60%
,6674,0,0.216981655,3741,0.3741,762.0417,0.3741,1337,65.60%
,4917,0,0.216949591,3742,0.3742,762.2454,0.3742,1337,65.60%
,7649,0,0.216944992,3743,0.3743,762.4491,0.3743,1337,65.60%
,5945,0,0.21693371,3744,0.3744,762.6528,0.3744,1337,65.60%
,7873,0,0.216895791,3745,0.3745,762.8565,0.3745,1337,65.60%
,3027,0,0.21686159,3746,0.3746,763.0602,0.3746,1337,65.60%
,1026,0,0.216818644,3747,0.3747,763.2639,0.3747,1337,65.60%
,9596,0,0.216799454,3748,0.3748,763.4676,0.3748,1337,65.60%
,5241,0,0.21679543,3749,0.3749,763.6713,0.3749,1337,65.60%
,4001,0,0.216778293,3750,0.375,763.875,0.375,1337,65.60%
,7252,0,0.216764878,3751,0.3751,764.0787,0.3751,1337,65.60%
,3400,1,0.216762072,3752,0.3752,764.2824,0.3752,1338,65.70%
,1262,0,0.216753106,3753,0.3753,764.4861,0.3753,1338,65.70%
,8193,0,0.216685662,3754,0.3754,764.6898,0.3754,1338,65.70%
,7195,0,0.216682573,3755,0.3755,764.8935,0.3755,1338,65.70%
,5866,0,0.216652437,3756,0.3756,765.0972,0.3756,1338,65.70%
,5775,0,0.216643492,3757,0.3757,765.3009,0.3757,1338,65.70%
,4068,0,0.216618133,3758,0.3758,765.5046,0.3758,1338,65.70%
,1725,0,0.21659855,3759,0.3759,765.7083,0.3759,1338,65.70%
,4898,0,0.216538456,3760,0.376,765.912,0.376,1338,65.70%
,2141,0,0.216481684,3761,0.3761,766.1157,0.3761,1338,65.70%
,5398,0,0.216459644,3762,0.3762,766.3194,0.3762,1338,65.70%
,120,0,0.21645169,3763,0.3763,766.5231,0.3763,1338,65.70%
,3984,1,0.216439919,3764,0.3764,766.7268,0.3764,1339,65.70%
,8311,0,0.216415748,3765,0.3765,766.9305,0.3765,1339,65.70%
,4807,0,0.216336115,3766,0.3766,767.1342,0.3766,1339,65.70%
,5629,0,0.216328315,3767,0.3767,767.3379,0.3767,1339,65.70%
,5894,0,0.21629225,3768,0.3768,767.5416,0.3768,1339,65.70%
,2355,0,0.2161692,3769,0.3769,767.7453,0.3769,1339,65.70%
,646,1,0.216132663,3770,0.377,767.949,0.377,1340,65.80%
,3376,1,0.216036036,3771,0.3771,768.1527,0.3771,1341,65.80%
,1752,0,0.216028331,3772,0.3772,768.3564,0.3772,1341,65.80%
,7161,0,0.215960732,3773,0.3773,768.5601,0.3773,1341,65.80%
,9094,0,0.215948215,3774,0.3774,768.7638,0.3774,1341,65.80%
,4757,1,0.215928321,3775,0.3775,768.9675,0.3775,1342,65.90%
,5362,0,0.215861521,3776,0.3776,769.1712,0.3776,1342,65.90%
,6563,1,0.2158348,3777,0.3777,769.3749,0.3777,1343,65.90%
,1937,0,0.215812781,3778,0.3778,769.5786,0.3778,1343,65.90%
,5920,0,0.215724883,3779,0.3779,769.7823,0.3779,1343,65.90%
,680,0,0.215537694,3780,0.378,769.986,0.378,1343,65.90%
,6352,0,0.215494372,3781,0.3781,770.1897,0.3781,1343,65.90%
,8088,0,0.215406292,3782,0.3782,770.3934,0.3782,1343,65.90%
,3903,1,0.215393247,3783,0.3783,770.5971,0.3783,1344,66.00%
,2613,0,0.215262035,3784,0.3784,770.8008,0.3784,1344,66.00%
,4334,0,0.215235843,3785,0.3785,771.0045,0.3785,1344,66.00%
,9418,0,0.215208387,3786,0.3786,771.2082,0.3786,1344,66.00%
,6834,0,0.21513912,3787,0.3787,771.4119,0.3787,1344,66.00%
,7272,0,0.215070629,3788,0.3788,771.6156,0.3788,1344,66.00%
,6098,1,0.214974003,3789,0.3789,771.8193,0.3789,1345,66.00%
,5565,0,0.214954474,3790,0.379,772.023,0.379,1345,66.00%
,6226,0,0.214940925,3791,0.3791,772.2267,0.3791,1345,66.00%
,4912,1,0.214895221,3792,0.3792,772.4304,0.3792,1346,66.10%
,4457,0,0.214862939,3793,0.3793,772.6341,0.3793,1346,66.10%
